source,target,weight
Bangladesh,Switzerland,6
Bangladesh,South Sudan,1
Bangladesh,Ethiopia,4
Bangladesh,Malta,2
Bangladesh,Argentina,3
Bangladesh,Kuwait,4
Bangladesh,Cameroon,1
Bangladesh,Nepal,5
Bangladesh,Serbia,3
Bangladesh,Egypt,5
Bangladesh,Congo (Kinshasa),1
Bangladesh,Niger,1
Bangladesh,India,6
Bangladesh,South Africa,6
Bangladesh,Gabon,1
Bangladesh,Uzbekistan,1
Bangladesh,Qatar,5
Bangladesh,Hungary,3
Bangladesh,Nigeria,4
Bangladesh,Laos,1
Bangladesh,Croatia,2
Bangladesh,Spain,5
Bangladesh,Slovenia,1
Bangladesh,Malaysia,6
Bangladesh,Angola,1
Bangladesh,Albania,1
Bangladesh,South Korea,6
Bangladesh,Japan,6
Bangladesh,Yemen,1
Bangladesh,Portugal,3
Bangladesh,Australia,6
Bangladesh,Kyrgyzstan,1
Bangladesh,Turkey,5
Bangladesh,Ghana,2
Bangladesh,Montenegro,1
Bangladesh,Mauritania,1
Bangladesh,Zimbabwe,2
Bangladesh,Uganda,3
Bangladesh,United Arab Emirates,6
Bangladesh,Georgia,2
Bangladesh,Sri Lanka,6
Bangladesh,China,6
Bangladesh,Pakistan,5
Bangladesh,Luxembourg,1
Bangladesh,Tajikistan,1
Bangladesh,Afghanistan,2
Bangladesh,Thailand,6
Bangladesh,Libya,2
Bangladesh,Moldova,1
Bangladesh,Belgium,3
Bangladesh,Hong Kong,6
Bangladesh,Singapore,6
Bangladesh,Norway,2
Bangladesh,Oman,4
Bangladesh,Jordan,4
Bangladesh,Tunisia,3
Bangladesh,Azerbaijan,2
Bangladesh,Mexico,1
Bangladesh,Poland,3
Bangladesh,Finland,1
Bangladesh,Lithuania,1
Bangladesh,Sweden,4
Bangladesh,Estonia,1
Bangladesh,Chad,1
Bangladesh,Ukraine,2
Bangladesh,New Zealand,2
Bangladesh,United States,6
Bangladesh,Italy,6
Bangladesh,Macedonia,1
Bangladesh,Djibouti,1
Bangladesh,Israel,1
Bangladesh,Indonesia,6
Bangladesh,Cote d'Ivoire,2
Bangladesh,Bosnia and Herzegovina,1
Bangladesh,Cambodia,1
Bangladesh,Seychelles,2
Bangladesh,France,6
Bangladesh,Turkmenistan,1
Bangladesh,Saudi Arabia,6
Bangladesh,Zambia,1
Bangladesh,Sudan,4
Bangladesh,Denmark,4
Bangladesh,Taiwan,3
Bangladesh,Iraq,4
Bangladesh,Morocco,4
Bangladesh,Brunei,1
Bangladesh,Philippines,5
Bangladesh,Vietnam,6
Bangladesh,Mauritius,1
Bangladesh,Burma,3
Bangladesh,Ireland,3
Bangladesh,Latvia,1
Bangladesh,Senegal,2
Bangladesh,Netherlands,5
Bangladesh,Iran,4
Bangladesh,Romania,3
Bangladesh,Tanzania,3
Bangladesh,Algeria,3
Bangladesh,Mongolia,1
Bangladesh,Cyprus,4
Bangladesh,Burkina Faso,1
Bangladesh,Canada,5
Bangladesh,Mozambique,1
Bangladesh,Brazil,5
Bangladesh,Fiji,1
Bangladesh,Greece,5
Bangladesh,Czech Republic,2
Bangladesh,Russia,6
Bangladesh,Rwanda,2
Bangladesh,Equatorial Guinea,1
Bangladesh,Kenya,4
Bangladesh,Somalia,1
Bangladesh,Germany,6
Bangladesh,United Kingdom,6
Bangladesh,Bulgaria,2
Bangladesh,Maldives,6
Bangladesh,Kazakhstan,2
Bangladesh,Austria,3
Madagascar,Ethiopia,1
Madagascar,Argentina,1
Madagascar,Malta,1
Madagascar,Cameroon,2
Madagascar,Serbia,1
Madagascar,South Africa,2
Madagascar,India,2
Madagascar,Hungary,1
Madagascar,Laos,1
Madagascar,Swaziland,1
Madagascar,Benin,2
Madagascar,Mali,2
Madagascar,Angola,2
Madagascar,Martinique,1
Madagascar,Malaysia,1
Madagascar,Slovenia,1
Madagascar,South Korea,1
Madagascar,Cuba,1
Madagascar,Japan,1
Madagascar,Australia,2
Madagascar,French Guiana,1
Madagascar,Lesotho,1
Madagascar,Dominican Republic,1
Madagascar,Mauritania,1
Madagascar,Uganda,2
Madagascar,Malawi,2
Madagascar,Haiti,1
Madagascar,Palau,1
Madagascar,Central African Republic,1
Madagascar,Thailand,2
Madagascar,Costa Rica,1
Madagascar,French Polynesia,1
Madagascar,Hong Kong,2
Madagascar,Singapore,2
Madagascar,Poland,1
Madagascar,Finland,1
Madagascar,Sweden,1
Madagascar,Chad,1
Madagascar,United States,2
Madagascar,Italy,1
Madagascar,Djibouti,1
Madagascar,Jersey,1
Madagascar,Cote d'Ivoire,2
Madagascar,France,1
Madagascar,Taiwan,1
Madagascar,Congo (Brazzaville),2
Madagascar,Philippines,1
Madagascar,Latvia,1
Madagascar,Senegal,2
Madagascar,Netherlands,1
Madagascar,Romania,1
Madagascar,Tanzania,2
Madagascar,Chile,1
Madagascar,Botswana,1
Madagascar,Cyprus,1
Madagascar,Burkina Faso,1
Madagascar,Mozambique,1
Madagascar,Brazil,2
Madagascar,Colombia,1
Madagascar,Panama,1
Madagascar,Sierra Leone,1
Madagascar,Czech Republic,1
Madagascar,Rwanda,2
Madagascar,Peru,1
Madagascar,Liberia,1
Madagascar,Austria,1
Madagascar,Uruguay,1
Madagascar,Switzerland,2
Madagascar,Kuwait,2
Madagascar,Virgin Islands,1
Madagascar,Egypt,2
Madagascar,Congo (Kinshasa),2
Madagascar,Niger,1
Madagascar,Gabon,2
Madagascar,Qatar,1
Madagascar,Nigeria,2
Madagascar,Croatia,1
Madagascar,Spain,1
Madagascar,Netherlands Antilles,1
Madagascar,Portugal,1
Madagascar,Turkey,1
Madagascar,Guinea,1
Madagascar,Guadeloupe,1
Madagascar,Ghana,1
Madagascar,Zimbabwe,2
Madagascar,United Arab Emirates,2
Madagascar,Georgia,1
Madagascar,Comoros,1
Madagascar,China,1
Madagascar,Luxembourg,1
Madagascar,Belgium,1
Madagascar,Bahamas,1
Madagascar,Oman,1
Madagascar,Norway,1
Madagascar,Jordan,1
Madagascar,Togo,1
Madagascar,Tunisia,1
Madagascar,Azerbaijan,1
Madagascar,Mexico,1
Madagascar,Ukraine,1
Madagascar,Armenia,1
Madagascar,Namibia,1
Madagascar,Israel,1
Madagascar,Indonesia,1
Madagascar,Cambodia,1
Madagascar,Seychelles,1
Madagascar,Saudi Arabia,1
Madagascar,Zambia,2
Madagascar,Denmark,1
Madagascar,Morocco,1
Madagascar,Vietnam,1
Madagascar,Puerto Rico,1
Madagascar,Mauritius,2
Madagascar,Ireland,1
Madagascar,Algeria,1
Madagascar,Saint Lucia,1
Madagascar,Canada,1
Madagascar,Guatemala,1
Madagascar,Greece,1
Madagascar,Ecuador,1
Madagascar,Russia,1
Madagascar,Reunion,1
Madagascar,Equatorial Guinea,1
Madagascar,Kenya,2
Madagascar,Jamaica,1
Madagascar,Germany,2
Madagascar,United Kingdom,2
Madagascar,Mayotte,1
Madagascar,Bulgaria,1
Malta,Ethiopia,2
Malta,Argentina,4
Malta,Cameroon,2
Malta,Nepal,1
Malta,Serbia,2
Malta,India,4
Malta,South Africa,4
Malta,Hungary,3
Malta,Laos,1
Malta,Benin,1
Malta,Mali,1
Malta,Angola,3
Malta,Malaysia,3
Malta,Slovenia,2
Malta,Martinique,1
Malta,South Korea,4
Malta,Cuba,1
Malta,Japan,4
Malta,Yemen,1
Malta,Australia,4
Malta,Kyrgyzstan,1
Malta,French Guiana,1
Malta,Montenegro,1
Malta,Dominican Republic,2
Malta,Mauritania,2
Malta,Uganda,4
Malta,Malawi,1
Malta,Sri Lanka,3
Malta,Haiti,1
Malta,Tajikistan,1
Malta,Palau,1
Malta,Afghanistan,2
Malta,Central African Republic,1
Malta,Thailand,4
Malta,Costa Rica,2
Malta,Bermuda,1
Malta,French Polynesia,1
Malta,Moldova,1
Malta,Hong Kong,4
Malta,Singapore,4
Malta,Antigua and Barbuda,1
Malta,Poland,4
Malta,Finland,3
Malta,Sweden,4
Malta,Cayman Islands,1
Malta,Chad,2
Malta,United States,4
Malta,Italy,4
Malta,Macedonia,1
Malta,Djibouti,2
Malta,Jersey,2
Malta,Cote d'Ivoire,3
Malta,France,4
Malta,Sudan,2
Malta,Taiwan,2
Malta,Iraq,2
Malta,Congo (Brazzaville),1
Malta,Philippines,2
Malta,Latvia,2
Malta,Senegal,3
Malta,Netherlands,4
Malta,Iran,2
Malta,Romania,3
Malta,Tanzania,3
Malta,Chile,1
Malta,Cyprus,4
Malta,Burkina Faso,2
Malta,Colombia,1
Malta,Brazil,4
Malta,Panama,1
Malta,Sierra Leone,2
Malta,Czech Republic,4
Malta,Rwanda,2
Malta,Peru,1
Malta,Somalia,1
Malta,Isle of Man,1
Malta,Maldives,3
Malta,Kazakhstan,2
Malta,Austria,4
Malta,Liberia,2
Malta,Uruguay,1
Malta,Switzerland,4
Malta,South Sudan,1
Malta,Trinidad and Tobago,1
Malta,Kuwait,4
Malta,Virgin Islands,2
Malta,Egypt,4
Malta,Congo (Kinshasa),2
Malta,Niger,2
Malta,Gabon,2
Malta,Uzbekistan,1
Malta,Qatar,4
Malta,Nigeria,4
Malta,Barbados,1
Malta,Saint Kitts and Nevis,1
Malta,Croatia,3
Malta,Spain,4
Malta,Albania,2
Malta,Netherlands Antilles,1
Malta,Portugal,4
Malta,Turkey,4
Malta,Guinea,1
Malta,Guadeloupe,1
Malta,Ghana,3
Malta,Zimbabwe,4
Malta,United Arab Emirates,4
Malta,Georgia,2
Malta,Comoros,1
Malta,China,4
Malta,Pakistan,2
Malta,Luxembourg,3
Malta,Libya,3
Malta,Belgium,3
Malta,Norway,3
Malta,Oman,4
Malta,Bahamas,2
Malta,Jordan,4
Malta,Togo,1
Malta,Tunisia,3
Malta,Azerbaijan,3
Malta,Mexico,2
Malta,Lithuania,2
Malta,Estonia,1
Malta,Ukraine,4
Malta,New Zealand,1
Malta,Armenia,1
Malta,Namibia,1
Malta,Israel,3
Malta,Indonesia,3
Malta,Bosnia and Herzegovina,1
Malta,Cambodia,1
Malta,Seychelles,1
Malta,Turkmenistan,1
Malta,Saudi Arabia,4
Malta,Zambia,3
Malta,Denmark,4
Malta,Morocco,4
Malta,Vietnam,3
Malta,Puerto Rico,1
Malta,Mauritius,3
Malta,Ireland,4
Malta,Algeria,4
Malta,Mongolia,1
Malta,Saint Lucia,2
Malta,Canada,4
Malta,Gibraltar,1
Malta,Guatemala,2
Malta,Greece,4
Malta,Ecuador,1
Malta,Russia,4
Malta,Reunion,1
Malta,Equatorial Guinea,2
Malta,Kenya,4
Malta,Jamaica,2
Malta,Germany,4
Malta,United Kingdom,4
Malta,Bulgaria,3
Malta,Mayotte,1
Malta,Turks and Caicos Islands,1
Malta,Grenada,1
Argentina,Ethiopia,4
Argentina,Cameroon,3
Argentina,Nepal,2
Argentina,Serbia,3
Argentina,India,6
Argentina,South Africa,6
Argentina,Hungary,5
Argentina,Laos,1
Argentina,Benin,1
Argentina,Mali,1
Argentina,Slovenia,2
Argentina,Malaysia,5
Argentina,Angola,4
Argentina,Martinique,1
Argentina,South Korea,6
Argentina,Cuba,2
Argentina,Japan,6
Argentina,Yemen,1
Argentina,Australia,6
Argentina,Kyrgyzstan,1
Argentina,French Guiana,1
Argentina,Montenegro,1
Argentina,Dominican Republic,3
Argentina,Mauritania,2
Argentina,Uganda,6
Argentina,Malawi,2
Argentina,Sri Lanka,4
Argentina,Aruba,1
Argentina,Haiti,1
Argentina,Tajikistan,1
Argentina,Palau,1
Argentina,Afghanistan,2
Argentina,Central African Republic,1
Argentina,Thailand,6
Argentina,Costa Rica,3
Argentina,Bermuda,1
Argentina,French Polynesia,1
Argentina,Moldova,1
Argentina,Hong Kong,6
Argentina,Singapore,6
Argentina,Antigua and Barbuda,1
Argentina,Poland,6
Argentina,Finland,4
Argentina,Sweden,6
Argentina,Cayman Islands,1
Argentina,Chad,2
Argentina,United States,6
Argentina,Italy,6
Argentina,Macedonia,1
Argentina,Djibouti,3
Argentina,Jersey,2
Argentina,Cote d'Ivoire,3
Argentina,France,6
Argentina,Sudan,3
Argentina,Taiwan,3
Argentina,Iraq,3
Argentina,Congo (Brazzaville),2
Argentina,Philippines,4
Argentina,Burma,1
Argentina,Latvia,3
Argentina,Senegal,3
Argentina,Netherlands,5
Argentina,Iran,3
Argentina,Romania,5
Argentina,Tanzania,5
Argentina,Chile,2
Argentina,Cyprus,6
Argentina,Burkina Faso,3
Argentina,Mozambique,1
Argentina,Brazil,6
Argentina,Colombia,1
Argentina,Panama,2
Argentina,Sierra Leone,3
Argentina,Czech Republic,5
Argentina,Rwanda,4
Argentina,Peru,2
Argentina,Somalia,1
Argentina,Isle of Man,1
Argentina,Maldives,4
Argentina,Kazakhstan,3
Argentina,Austria,6
Argentina,Liberia,3
Argentina,Uruguay,2
Argentina,Switzerland,6
Argentina,South Sudan,1
Argentina,Trinidad and Tobago,1
Argentina,Kuwait,6
Argentina,Virgin Islands,3
Argentina,Egypt,6
Argentina,Congo (Kinshasa),3
Argentina,Niger,3
Argentina,Gabon,2
Argentina,Uzbekistan,1
Argentina,Qatar,6
Argentina,Nigeria,6
Argentina,Barbados,1
Argentina,Saint Kitts and Nevis,1
Argentina,Croatia,4
Argentina,Spain,6
Argentina,Albania,2
Argentina,Netherlands Antilles,2
Argentina,Portugal,5
Argentina,Turkey,6
Argentina,Guinea,1
Argentina,Guadeloupe,1
Argentina,Ghana,4
Argentina,Zimbabwe,5
Argentina,United Arab Emirates,6
Argentina,Georgia,4
Argentina,Comoros,2
Argentina,China,6
Argentina,Pakistan,4
Argentina,Luxembourg,4
Argentina,Libya,3
Argentina,Belgium,5
Argentina,Norway,5
Argentina,Oman,6
Argentina,Bahamas,2
Argentina,Jordan,5
Argentina,Togo,1
Argentina,Tunisia,4
Argentina,Azerbaijan,4
Argentina,Mexico,4
Argentina,Honduras,1
Argentina,Lithuania,2
Argentina,Estonia,2
Argentina,Ukraine,5
Argentina,New Zealand,1
Argentina,Namibia,1
Argentina,Armenia,1
Argentina,Israel,4
Argentina,Indonesia,5
Argentina,Bosnia and Herzegovina,1
Argentina,Cambodia,1
Argentina,Seychelles,1
Argentina,Turkmenistan,1
Argentina,Saudi Arabia,6
Argentina,Zambia,4
Argentina,Denmark,6
Argentina,Morocco,6
Argentina,Vietnam,4
Argentina,Puerto Rico,2
Argentina,Mauritius,3
Argentina,Ireland,5
Argentina,Algeria,6
Argentina,Mongolia,1
Argentina,Saint Lucia,2
Argentina,Canada,6
Argentina,Gibraltar,1
Argentina,Suriname,1
Argentina,Guatemala,2
Argentina,Greece,6
Argentina,Ecuador,2
Argentina,Russia,6
Argentina,Reunion,1
Argentina,Equatorial Guinea,3
Argentina,Kenya,6
Argentina,Jamaica,3
Argentina,Germany,6
Argentina,United Kingdom,6
Argentina,Bulgaria,4
Argentina,Mayotte,2
Argentina,Turks and Caicos Islands,1
Argentina,Grenada,1
Argentina,Burundi,1
Ethiopia,Cameroon,3
Ethiopia,Nepal,3
Ethiopia,Serbia,2
Ethiopia,India,6
Ethiopia,South Africa,6
Ethiopia,Hungary,3
Ethiopia,Swaziland,1
Ethiopia,Benin,1
Ethiopia,Mali,1
Ethiopia,Slovenia,1
Ethiopia,Malaysia,5
Ethiopia,Angola,3
Ethiopia,South Korea,5
Ethiopia,Cuba,1
Ethiopia,Japan,5
Ethiopia,Yemen,1
Ethiopia,Australia,6
Ethiopia,Kyrgyzstan,1
Ethiopia,Lesotho,1
Ethiopia,Montenegro,1
Ethiopia,Dominican Republic,1
Ethiopia,Mauritania,1
Ethiopia,Uganda,5
Ethiopia,Malawi,2
Ethiopia,Sri Lanka,4
Ethiopia,Aruba,1
Ethiopia,Tajikistan,1
Ethiopia,Afghanistan,2
Ethiopia,Thailand,6
Ethiopia,Costa Rica,1
Ethiopia,Moldova,1
Ethiopia,Hong Kong,6
Ethiopia,Singapore,6
Ethiopia,Poland,4
Ethiopia,Finland,2
Ethiopia,Sweden,4
Ethiopia,Chad,1
Ethiopia,United States,6
Ethiopia,Italy,5
Ethiopia,Macedonia,1
Ethiopia,Djibouti,2
Ethiopia,Cote d'Ivoire,3
Ethiopia,France,5
Ethiopia,Sudan,3
Ethiopia,Taiwan,3
Ethiopia,Iraq,3
Ethiopia,Brunei,1
Ethiopia,Congo (Brazzaville),2
Ethiopia,Philippines,4
Ethiopia,Burma,2
Ethiopia,Latvia,2
Ethiopia,Senegal,3
Ethiopia,Netherlands,4
Ethiopia,Iran,3
Ethiopia,Romania,3
Ethiopia,Tanzania,5
Ethiopia,Chile,1
Ethiopia,Cyprus,4
Ethiopia,Burkina Faso,2
Ethiopia,Botswana,1
Ethiopia,Mozambique,2
Ethiopia,Brazil,6
Ethiopia,Panama,1
Ethiopia,Sierra Leone,1
Ethiopia,Czech Republic,3
Ethiopia,Rwanda,4
Ethiopia,Peru,1
Ethiopia,Somalia,1
Ethiopia,Maldives,4
Ethiopia,Kazakhstan,2
Ethiopia,Austria,4
Ethiopia,Liberia,1
Ethiopia,Uruguay,1
Ethiopia,Switzerland,6
Ethiopia,South Sudan,1
Ethiopia,Kuwait,5
Ethiopia,Virgin Islands,1
Ethiopia,Egypt,6
Ethiopia,Congo (Kinshasa),3
Ethiopia,Niger,2
Ethiopia,Gabon,2
Ethiopia,Uzbekistan,1
Ethiopia,Qatar,4
Ethiopia,Nigeria,5
Ethiopia,Croatia,2
Ethiopia,Spain,5
Ethiopia,Albania,1
Ethiopia,Netherlands Antilles,1
Ethiopia,Portugal,3
Ethiopia,Turkey,5
Ethiopia,Ghana,4
Ethiopia,Zimbabwe,4
Ethiopia,United Arab Emirates,6
Ethiopia,Georgia,3
Ethiopia,Comoros,1
Ethiopia,China,5
Ethiopia,Pakistan,4
Ethiopia,Luxembourg,2
Ethiopia,Libya,2
Ethiopia,Belgium,3
Ethiopia,Norway,3
Ethiopia,Oman,4
Ethiopia,Jordan,3
Ethiopia,Tunisia,3
Ethiopia,Azerbaijan,2
Ethiopia,Mexico,2
Ethiopia,Honduras,1
Ethiopia,Lithuania,1
Ethiopia,Estonia,2
Ethiopia,Ukraine,3
Ethiopia,New Zealand,2
Ethiopia,Namibia,1
Ethiopia,Israel,2
Ethiopia,Indonesia,5
Ethiopia,Bosnia and Herzegovina,1
Ethiopia,Cambodia,1
Ethiopia,Seychelles,2
Ethiopia,Turkmenistan,1
Ethiopia,Saudi Arabia,5
Ethiopia,Zambia,3
Ethiopia,Denmark,5
Ethiopia,Morocco,4
Ethiopia,Vietnam,4
Ethiopia,Puerto Rico,1
Ethiopia,Mauritius,2
Ethiopia,Ireland,3
Ethiopia,Algeria,4
Ethiopia,Mongolia,1
Ethiopia,Canada,4
Ethiopia,Suriname,1
Ethiopia,Greece,4
Ethiopia,Ecuador,1
Ethiopia,Russia,5
Ethiopia,Equatorial Guinea,2
Ethiopia,Kenya,5
Ethiopia,Jamaica,1
Ethiopia,Germany,6
Ethiopia,United Kingdom,6
Ethiopia,Bulgaria,2
Ethiopia,Mayotte,1
Ethiopia,Burundi,1
Cameroon,Nepal,1
Cameroon,Serbia,2
Cameroon,India,4
Cameroon,South Africa,4
Cameroon,Hungary,3
Cameroon,Laos,1
Cameroon,Swaziland,1
Cameroon,Benin,2
Cameroon,Mali,2
Cameroon,Slovenia,2
Cameroon,Malaysia,3
Cameroon,Angola,3
Cameroon,Martinique,1
Cameroon,South Korea,3
Cameroon,Cuba,2
Cameroon,Japan,3
Cameroon,Yemen,1
Cameroon,Australia,4
Cameroon,Kyrgyzstan,1
Cameroon,French Guiana,1
Cameroon,Lesotho,1
Cameroon,Montenegro,1
Cameroon,Dominican Republic,2
Cameroon,Mauritania,2
Cameroon,Uganda,4
Cameroon,Malawi,3
Cameroon,Sri Lanka,1
Cameroon,Aruba,1
Cameroon,Haiti,1
Cameroon,Tajikistan,1
Cameroon,Palau,1
Cameroon,Afghanistan,1
Cameroon,Central African Republic,1
Cameroon,Thailand,4
Cameroon,Costa Rica,2
Cameroon,French Polynesia,1
Cameroon,Moldova,1
Cameroon,Hong Kong,4
Cameroon,Singapore,4
Cameroon,Poland,3
Cameroon,Finland,3
Cameroon,Sweden,3
Cameroon,Chad,2
Cameroon,United States,4
Cameroon,Italy,3
Cameroon,Macedonia,1
Cameroon,Djibouti,3
Cameroon,Jersey,1
Cameroon,Cote d'Ivoire,3
Cameroon,France,3
Cameroon,Sudan,1
Cameroon,Taiwan,2
Cameroon,Iraq,1
Cameroon,Congo (Brazzaville),3
Cameroon,Philippines,2
Cameroon,Latvia,3
Cameroon,Senegal,3
Cameroon,Netherlands,3
Cameroon,Iran,1
Cameroon,Romania,3
Cameroon,Tanzania,4
Cameroon,Chile,2
Cameroon,Cyprus,3
Cameroon,Burkina Faso,3
Cameroon,Botswana,1
Cameroon,Mozambique,1
Cameroon,Brazil,4
Cameroon,Colombia,1
Cameroon,Panama,2
Cameroon,Sierra Leone,2
Cameroon,Czech Republic,3
Cameroon,Rwanda,4
Cameroon,Peru,2
Cameroon,Somalia,1
Cameroon,Maldives,1
Cameroon,Kazakhstan,2
Cameroon,Austria,3
Cameroon,Liberia,2
Cameroon,Uruguay,2
Cameroon,Switzerland,4
Cameroon,South Sudan,1
Cameroon,Kuwait,4
Cameroon,Virgin Islands,2
Cameroon,Egypt,4
Cameroon,Congo (Kinshasa),4
Cameroon,Niger,3
Cameroon,Gabon,3
Cameroon,Uzbekistan,1
Cameroon,Qatar,3
Cameroon,Nigeria,4
Cameroon,Croatia,2
Cameroon,Spain,3
Cameroon,Albania,1
Cameroon,Netherlands Antilles,2
Cameroon,Portugal,3
Cameroon,Turkey,3
Cameroon,Guinea,1
Cameroon,Guadeloupe,1
Cameroon,Ghana,3
Cameroon,Zimbabwe,4
Cameroon,United Arab Emirates,4
Cameroon,Georgia,3
Cameroon,Comoros,2
Cameroon,China,3
Cameroon,Pakistan,2
Cameroon,Luxembourg,3
Cameroon,Libya,1
Cameroon,Belgium,3
Cameroon,Norway,3
Cameroon,Oman,3
Cameroon,Bahamas,1
Cameroon,Jordan,2
Cameroon,Togo,1
Cameroon,Tunisia,2
Cameroon,Azerbaijan,2
Cameroon,Mexico,2
Cameroon,Honduras,1
Cameroon,Lithuania,1
Cameroon,Estonia,2
Cameroon,Ukraine,3
Cameroon,Armenia,1
Cameroon,Namibia,1
Cameroon,Israel,3
Cameroon,Indonesia,3
Cameroon,Bosnia and Herzegovina,1
Cameroon,Cambodia,1
Cameroon,Seychelles,1
Cameroon,Turkmenistan,1
Cameroon,Saudi Arabia,3
Cameroon,Zambia,3
Cameroon,Denmark,3
Cameroon,Morocco,3
Cameroon,Vietnam,2
Cameroon,Puerto Rico,2
Cameroon,Mauritius,2
Cameroon,Ireland,3
Cameroon,Algeria,3
Cameroon,Mongolia,1
Cameroon,Saint Lucia,1
Cameroon,Canada,3
Cameroon,Suriname,1
Cameroon,Guatemala,1
Cameroon,Greece,3
Cameroon,Ecuador,2
Cameroon,Russia,3
Cameroon,Reunion,1
Cameroon,Equatorial Guinea,3
Cameroon,Kenya,4
Cameroon,Jamaica,2
Cameroon,Germany,4
Cameroon,United Kingdom,4
Cameroon,Bulgaria,2
Cameroon,Mayotte,2
Cameroon,Burundi,1
Nepal,Switzerland,5
Nepal,South Sudan,1
Nepal,Kuwait,3
Nepal,Serbia,3
Nepal,Egypt,4
Nepal,Congo (Kinshasa),1
Nepal,Niger,1
Nepal,India,5
Nepal,South Africa,5
Nepal,Gabon,1
Nepal,Uzbekistan,1
Nepal,Qatar,4
Nepal,Hungary,3
Nepal,Nigeria,3
Nepal,Laos,1
Nepal,Croatia,2
Nepal,Spain,4
Nepal,Slovenia,1
Nepal,Malaysia,5
Nepal,Albania,1
Nepal,South Korea,5
Nepal,Japan,5
Nepal,Yemen,1
Nepal,Portugal,2
Nepal,Australia,5
Nepal,Kyrgyzstan,1
Nepal,Turkey,4
Nepal,Ghana,1
Nepal,Montenegro,1
Nepal,Mauritania,1
Nepal,Zimbabwe,1
Nepal,Uganda,2
Nepal,United Arab Emirates,5
Nepal,Georgia,2
Nepal,Sri Lanka,5
Nepal,China,5
Nepal,Pakistan,4
Nepal,Luxembourg,1
Nepal,Tajikistan,1
Nepal,Afghanistan,1
Nepal,Thailand,5
Nepal,Libya,1
Nepal,Moldova,1
Nepal,Belgium,3
Nepal,Hong Kong,5
Nepal,Singapore,5
Nepal,Norway,2
Nepal,Oman,3
Nepal,Jordan,3
Nepal,Tunisia,2
Nepal,Azerbaijan,2
Nepal,Mexico,1
Nepal,Poland,2
Nepal,Finland,1
Nepal,Lithuania,1
Nepal,Sweden,3
Nepal,Estonia,1
Nepal,Chad,1
Nepal,Ukraine,1
Nepal,New Zealand,1
Nepal,United States,5
Nepal,Italy,5
Nepal,Macedonia,1
Nepal,Djibouti,1
Nepal,Israel,1
Nepal,Indonesia,5
Nepal,Cote d'Ivoire,1
Nepal,Bosnia and Herzegovina,1
Nepal,Cambodia,1
Nepal,Seychelles,1
Nepal,France,5
Nepal,Turkmenistan,1
Nepal,Saudi Arabia,5
Nepal,Sudan,3
Nepal,Denmark,3
Nepal,Taiwan,2
Nepal,Iraq,3
Nepal,Morocco,3
Nepal,Brunei,1
Nepal,Philippines,4
Nepal,Vietnam,5
Nepal,Burma,3
Nepal,Ireland,2
Nepal,Latvia,1
Nepal,Senegal,1
Nepal,Netherlands,4
Nepal,Iran,3
Nepal,Romania,3
Nepal,Tanzania,2
Nepal,Algeria,2
Nepal,Mongolia,1
Nepal,Cyprus,3
Nepal,Burkina Faso,1
Nepal,Canada,4
Nepal,Mozambique,1
Nepal,Brazil,4
Nepal,Fiji,1
Nepal,Greece,4
Nepal,Czech Republic,1
Nepal,Russia,5
Nepal,Rwanda,2
Nepal,Equatorial Guinea,1
Nepal,Kenya,3
Nepal,Somalia,1
Nepal,Germany,5
Nepal,United Kingdom,5
Nepal,Bulgaria,2
Nepal,Maldives,5
Nepal,Kazakhstan,2
Nepal,Austria,2
Serbia,India,4
Serbia,South Africa,4
Serbia,Hungary,4
Serbia,Laos,2
Serbia,Benin,1
Serbia,Mali,1
Serbia,Slovenia,2
Serbia,Malaysia,4
Serbia,Martinique,1
Serbia,Angola,1
Serbia,South Korea,4
Serbia,Cuba,1
Serbia,Japan,4
Serbia,Yemen,1
Serbia,Australia,4
Serbia,Kyrgyzstan,1
Serbia,French Guiana,1
Serbia,Montenegro,1
Serbia,Dominican Republic,1
Serbia,Mauritania,2
Serbia,Uganda,3
Serbia,Malawi,1
Serbia,Sri Lanka,3
Serbia,Haiti,1
Serbia,Tajikistan,1
Serbia,Palau,1
Serbia,Afghanistan,1
Serbia,Central African Republic,1
Serbia,Thailand,4
Serbia,Costa Rica,1
Serbia,French Polynesia,1
Serbia,Moldova,1
Serbia,Hong Kong,4
Serbia,Singapore,4
Serbia,Poland,3
Serbia,Finland,2
Serbia,Sweden,4
Serbia,Chad,2
Serbia,United States,4
Serbia,Italy,4
Serbia,Macedonia,1
Serbia,Djibouti,2
Serbia,Jersey,1
Serbia,Cote d'Ivoire,2
Serbia,France,4
Serbia,Sudan,3
Serbia,Taiwan,1
Serbia,Iraq,3
Serbia,Congo (Brazzaville),1
Serbia,Philippines,3
Serbia,Burma,2
Serbia,Latvia,2
Serbia,Senegal,2
Serbia,Netherlands,3
Serbia,Iran,3
Serbia,Romania,4
Serbia,Tanzania,3
Serbia,Chile,1
Serbia,Cyprus,4
Serbia,Burkina Faso,2
Serbia,Mozambique,1
Serbia,Brazil,4
Serbia,Colombia,1
Serbia,Panama,1
Serbia,Sierra Leone,1
Serbia,Czech Republic,2
Serbia,Rwanda,3
Serbia,Peru,1
Serbia,Somalia,1
Serbia,Maldives,3
Serbia,Kazakhstan,2
Serbia,Austria,3
Serbia,Liberia,1
Serbia,Uruguay,1
Serbia,Switzerland,4
